t(s)     m(g)
0	156.80
1	156.74
2	156.69
3	156.67
4	156.58
5	156.53
6	156.45
7	156.47
8	156.44
9	156.42
10	156.31
11	156.31
12	156.19
13	156.15
14	155.85
15	156.20
16	155.84
17	155.91
18	155.76
19	155.28
20	155.49
21	155.88
22	155.67
23	155.91
24	155.23
25	155.28
26	155.25
27	154.91
28	155.50
29	155.70
30	155.35
31	155.24
32	154.88
33	155.15
34	155.25
35	154.99
36	155.03
37	155.10
38	155.01
39	154.58
40	154.73
41	154.58
42	154.17
43	154.24
44	154.71
45	154.35
46	154.12
47	154.36
48	154.47
49	153.94
50	153.60
51	153.94
52	153.71
53	153.71
54	153.33
55	154.40
56	153.37
57	153.20
58	153.50
59	153.52
60	152.88
61	153.39
62	153.05
63	151.78
64	152.49
65	152.34
66	152.25
67	151.80
68	151.65
69	151.48
70	151.27
71	151.23
72	150.47
73	150.33
74	149.93
75	150.01
76	150.43
77	149.64
78	149.89
79	149.20
80	149.23
81	148.91
82	148.31
83	149.04
84	148.10
85	148.12
86	147.45
87	147.19
88	147.48
89	147.08
90	147.04
91	146.53
92	146.12
93	146.08
94	146.42
95	146.29
96	145.33
97	145.77
98	145.29
99	145.64
100	145.09
101	144.69
102	144.24
103	144.49
104	143.30
105	143.55
106	143.63
107	143.69
108	143.16
109	143.30
110	142.45
111	142.74
112	142.86
113	143.43
114	143.43
115	142.93
116	143.14
117	142.64
118	143.78
119	142.40
120	143.66
121	142.84
122	142.69
123	140.65
124	143.20
125	142.67
126	142.21
127	142.04
128	142.34
129	143.17
130	141.24
131	143.32
132	141.54
133	140.64
134	141.36
135	140.90
136	141.10
137	141.41
138	141.38
139	140.90
140	141.79
141	140.21
142	139.96
143	141.37
144	141.41
145	140.76
146	141.58
147	141.68
148	140.63
149	141.12
150	141.36
151	141.94
152	141.56
153	140.66
154	140.30
155	142.05
156	140.93
157	139.65
158	139.40
159	142.07
160	141.16
161	140.81
162	140.99
163	139.92
164	137.89
165	138.11
166	139.16
167	139.37
168	140.47
169	139.86
170	139.87
171	141.18
172	140.04
173	140.20
174	139.04
175	140.85
176	138.67
177	139.02
178	140.19
179	138.65
180	140.11
181	137.84
182	139.05
183	139.88
184	136.37
185	138.69
186	138.40
187	140.34
188	139.98
189	138.36
190	140.95
191	140.06
192	138.03
193	137.67
194	138.22
195	138.28
196	139.57
197	139.77
198	138.17
199	135.84
200	139.07
201	137.18
202	140.73
203	137.58
204	139.23
205	136.55
206	137.51
207	137.06
208	136.33
209	138.73
210	138.06
211	137.96
212	135.97
213	137.00
214	138.33
215	136.84
216	136.89
217	139.71
218	136.92
219	137.66
220	138.55
221	136.50
222	136.56
223	136.35
224	135.38
225	135.52
226	137.48
227	137.58
228	135.70
229	136.48
230	136.68
231	135.45
232	135.48
233	133.01
234	135.03
235	134.69
236	134.08
237	135.89
238	135.68
239	135.33
240	133.61
241	137.39
242	135.80
243	135.11
244	136.05
245	139.09
246	135.03
247	134.78
248	134.97
249	133.23
250	134.58
